 0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 5.000000e-09  0.000000e+00  5.000000e-09  0.000000e+00 
 1.000000e-08  0.000000e+00  1.000000e-08  0.000000e+00 
 2.000000e-08  0.000000e+00  2.000000e-08  0.000000e+00 
 4.000000e-08  0.000000e+00  4.000000e-08  0.000000e+00 
 8.000000e-08  0.000000e+00  8.000000e-08  0.000000e+00 
 1.600000e-07  0.000000e+00  1.600000e-07  0.000000e+00 
 3.200000e-07  0.000000e+00  3.200000e-07  0.000000e+00 
 5.000000e-07  0.000000e+00  5.000000e-07  0.000000e+00 
 5.025616e-07  1.000000e+00  5.025616e-07  2.561548e-06 
 5.076847e-07  1.000000e+00  5.076847e-07  7.684631e-06 
 5.179309e-07  1.000000e+00  5.179309e-07  1.793072e-05 
 5.384233e-07  1.000000e+00  5.384233e-07  3.842258e-05 
 5.794082e-07  1.000000e+00  5.794082e-07  7.940504e-05 
 6.613779e-07  1.000000e+00  6.613779e-07  1.613649e-04 
 8.253174e-07  1.000000e+00  8.253174e-07  3.252645e-04 
 1.153196e-06  1.000000e+00  1.153196e-06  6.529831e-04 
 1.808954e-06  1.000000e+00  1.808954e-06  1.308098e-03 
 3.120470e-06  1.000000e+00  3.120470e-06  2.617040e-03 
 5.743502e-06  1.000000e+00  5.743502e-06  5.229781e-03 
 1.098957e-05  1.000000e+00  1.098957e-05  1.043476e-02 
 2.098957e-05  1.000000e+00  2.098957e-05  2.028118e-02 
 3.098957e-05  1.000000e+00  3.098957e-05  3.002962e-02 
 4.098957e-05  1.000000e+00  4.098957e-05  3.968107e-02 
 5.098957e-05  1.000000e+00  5.098957e-05  4.923648e-02 
 6.098957e-05  1.000000e+00  6.098957e-05  5.869681e-02 
 7.098957e-05  1.000000e+00  7.098957e-05  6.806302e-02 
 8.098957e-05  1.000000e+00  8.098957e-05  7.733602e-02 
 9.098957e-05  1.000000e+00  9.098957e-05  8.651676e-02 
 1.009896e-04  1.000000e+00  1.009896e-04  9.560614e-02 
 1.109896e-04  1.000000e+00  1.109896e-04  1.046051e-01 
 1.209896e-04  1.000000e+00  1.209896e-04  1.135145e-01 
 1.309896e-04  1.000000e+00  1.309896e-04  1.223352e-01 
 1.409896e-04  1.000000e+00  1.409896e-04  1.310682e-01 
 1.509896e-04  1.000000e+00  1.509896e-04  1.397143e-01 
 1.609896e-04  1.000000e+00  1.609896e-04  1.482744e-01 
 1.709896e-04  1.000000e+00  1.709896e-04  1.567492e-01 
 1.809896e-04  1.000000e+00  1.809896e-04  1.651398e-01 
 1.909896e-04  1.000000e+00  1.909896e-04  1.734469e-01 
 2.009896e-04  1.000000e+00  2.009896e-04  1.816713e-01 
 2.109896e-04  1.000000e+00  2.109896e-04  1.898139e-01 
 2.209896e-04  1.000000e+00  2.209896e-04  1.978754e-01 
 2.309896e-04  1.000000e+00  2.309896e-04  2.058567e-01 
 2.409896e-04  1.000000e+00  2.409896e-04  2.137587e-01 
